Title,Price,Rating,URL,Date_Collected,UPC,Category,Stock_Quantity
The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,1,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,2026-06-17,acd86a5426e21ca0,Nonfiction,16
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,4,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,2026-06-17,aadee1c326d286e3,Science,16
This One Summer,19.49,4,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,2026-06-17,51653ef291ab7ddc,Sequential Art,16
You can't bury them all: Poems,33.63,2,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,2026-06-17,55f9da0c5eea2e10,Poetry,17
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,2026-06-17,c27f6e1f185b0383,Nonfiction,17
The Art Forger,40.76,3,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,2026-06-17,80cfab6bcff3a244,Add a comment,16
Unicorn Tracks,18.78,3,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,2026-06-17,7ae099f3898e0209,Fantasy,16
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,2026-06-17,a3d2a4250807f1e9,History,16
The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,1,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,2026-06-17,a30b270e25489e5c,Nonfiction,16
Sapiens: A Brief History of Humankind,54.23,5,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,2026-06-17,4165285e1663650f,History,20
Thirst,17.27,5,https://books.toscrape.com/catalogue/thirst_946/index.html,2026-06-17,709822d0b5bcb7f4,Fiction,16
"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,2,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,2026-06-17,53a3d11bb568cc8b,Sequential Art,16
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,3,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,2026-06-17,0da9aa9d24677fc0,Nonfiction,16
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,4,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,2026-06-17,87b0615b6e1f4d7b,Nonfiction,16
The Natural History of Us (The Fine Art of Pretending #2),45.22,3,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,2026-06-17,cedf82b5086e4691,Young Adult,16
The Murder That Never Was (Forensic Instincts #5),54.11,3,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,2026-06-17,d01ac97e2b8947c2,Fiction,16
The Death of Humanity: and the Case for Life,58.11,4,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,2026-06-17,bd261725b99f5983,Philosophy,16
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,3,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,2026-06-17,c849f0b2f5d6a742,Fantasy,16
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,2,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,2026-06-17,d7310206583a54b6,Nonfiction,16
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,5,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,2026-06-17,7d6d2a6c0276f81b,Spirituality,16
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.4,3,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,2026-06-17,c82a3e358c773c73,Sequential Art,16
Soul Reader,39.58,2,https://books.toscrape.com/catalogue/soul-reader_926/index.html,2026-06-17,e6af5bf1163c1151,Default,16
The Past Never Ends,56.5,4,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,2026-06-17,5ee94540d0749ea0,Mystery,16
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,3,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,2026-06-17,7858914fad68493c,Nonfiction,16
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,3,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,2026-06-17,43c6a960757cf559,Health,16
"Pop Gun War, Volume 1: Gift",18.97,1,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,2026-06-17,e80f8e518b300dfe,Sequential Art,16
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,4,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,2026-06-17,31075275518532d7,Add a comment,16
Patience,10.16,3,https://books.toscrape.com/catalogue/patience_916/index.html,2026-06-17,9429b4d59c537af5,Sequential Art,16
Shakespeare's Sonnets,20.66,4,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html,2026-06-17,30a7f60cd76ca58c,Poetry,19
orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,1,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,2026-06-17,11809b1d323b3057,Sequential Art,16
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,1,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,2026-06-17,9ffa38d3b832433a,Self Help,16
Masks and Shadows,56.4,2,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,2026-06-17,fa9610a50a1bf149,Fantasy,16
My Paris Kitchen: Recipes and Stories,33.37,2,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,2026-06-17,784bc2279baa878d,Food and Drink,16
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",13.61,5,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,2026-06-17,0fa6dceead7ce47a,Sequential Art,16
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,4,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,2026-06-17,72f9d5be3472d34e,Food and Drink,16
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",15.44,4,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,2026-06-17,889139b8e9c4cb36,Sequential Art,16
On a Midnight Clear,14.07,3,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,2026-06-17,b757c0c361e689ce,Add a comment,16
Join,35.67,5,https://books.toscrape.com/catalogue/join_902/index.html,2026-06-17,18ad3ed896c7ce05,Science Fiction,16
Security,39.25,2,https://books.toscrape.com/catalogue/security_925/index.html,2026-06-17,6f78a0d744c35456,Horror,16
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",29.17,2,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,2026-06-17,8d4eefad7a2b3915,Sequential Art,16
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,3,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,2026-06-17,b6ee99bcf06fc91f,Sequential Art,16
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,2026-06-17,7392c0032f92d816,History,16
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,2026-06-17,7b75cc7f223791f4,Food and Drink,16
I am a Hero Omnibus Volume 1,54.63,3,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,2026-06-17,1c89ae5bb804e4de,Sequential Art,16
"Giant Days, Vol. 2 (Giant Days #5-8)",22.11,2,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,2026-06-17,f2df3bb043a8abb0,Sequential Art,16
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,29.69,3,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,2026-06-17,9beb96a2300109d7,Historical Fiction,16
Fifty Shades Darker (Fifty Shades #2),21.96,1,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,2026-06-17,7add3f8e49ec0826,Romance,16
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,2,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,2026-06-17,57e5a4d515c8ce44,Sequential Art,16
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,5,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,2026-06-17,e4f74c16de34d440,Science,16
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,2,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,2026-06-17,460089f796fb3f82,Sequential Art,16
The Torch Is Passed: A Harding Family Story,19.09,1,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,2026-06-17,4eed62cf5f8d8edf,Add a comment,16
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,2,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,2026-06-17,228f74b74f3a08ae,Add a comment,16
Obsidian (Lux #1),14.86,2,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,2026-06-17,3c346ab1e76ae1f6,Young Adult,16
In the Country We Love: My Family Divided,22.0,4,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,2026-06-17,b136b1b180ca753a,Nonfiction,16
Her Backup Boyfriend (The Sorensen Family #1),33.97,1,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,2026-06-17,2a97cffe61c3c4c7,Romance,16
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,2,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,2026-06-17,fce19f9b4a943f22,Religion,16
Burning,28.81,3,https://books.toscrape.com/catalogue/burning_884/index.html,2026-06-17,5ceb951f629700a2,Young Adult,16
Danganronpa Volume 1,51.99,4,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,2026-06-17,09b6cc87e62c2c58,Sequential Art,16
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,5,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,2026-06-17,bee3672891cca906,Nonfiction,16
Princess Between Worlds (Wide-Awake Princess #5),13.34,5,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,2026-06-17,0e691eda369f4e09,Fantasy,16
Bossypants,49.46,2,https://books.toscrape.com/catalogue/bossypants_883/index.html,2026-06-17,74baabfc8fd84b38,Default,16
How to Be Miserable: 40 Strategies You Already Use,46.03,1,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,2026-06-17,a6f99b9e687f9d46,Self Help,16
Crown of Midnight (Throne of Glass #2),43.29,3,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,2026-06-17,7267864328ae8b9d,Fantasy,16
Camp Midnight,17.08,4,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,2026-06-17,7b599c8bfcdd8d30,Sequential Art,16
A Murder in Time,16.64,1,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,2026-06-17,f733e8c19d40ec2e,Mystery,16
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,2,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,2026-06-17,bdf415fd484ea8a7,Sequential Art,16
"Codename Baboushka, Volume 1: The Conclave of Death",36.72,4,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,2026-06-17,8754c83ab2a7ae71,Sequential Art,16
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,2026-06-17,6d5300b2d8f37e07,Fantasy,16
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,1,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,2026-06-17,01d2001ac1e6f8a3,Fantasy,16
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,5,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,2026-06-17,8a380641491d43ed,Default,16
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,2026-06-17,9270575728a13a61,Science Fiction,15
A Fierce and Subtle Poison,28.13,4,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,2026-06-17,842790dfaa937484,Young Adult,16
First and First (Five Boroughs #3),15.97,4,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,2026-06-17,9e28048cea8d41f7,Romance,16
You Are What You Love: The Spiritual Power of Habit,21.87,4,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,2026-06-17,796c87ddbbaaf8c5,Religion,15
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,2,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,2026-06-17,311c0dd0e354a33e,Nonfiction,16
A Flight of Arrows (The Pathfinders #2),55.53,5,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,2026-06-17,3a6fb983e2554023,Historical Fiction,16
Algorithms to Live By: The Computer Science of Human Decisions,30.81,1,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,2026-06-17,38d45839cb1c83c1,Nonfiction,16
(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,5,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,2026-06-17,e4ac92d89b946781,Christian,16
The Wedding Dress,24.12,1,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,2026-06-17,623e1a180426039b,Romance,15
The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,2026-06-17,37c0cb19713d8dda,Childrens,15
Tracing Numbers on a Train,41.6,3,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,2026-06-17,d7d6d50c1e3d0b81,Default,15
The Shadow Hero (The Shadow Hero),33.14,1,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,2026-06-17,d6361d16212664ed,Sequential Art,15
The Stranger,17.44,4,https://books.toscrape.com/catalogue/the-stranger_861/index.html,2026-06-17,f5a92cff83897d48,Philosophy,15
The Secret (The Secret #1),27.37,4,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,2026-06-17,961f18db4f138211,Default,15
The Third Wave: An Entrepreneurâs Vision of the Future,12.61,5,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,2026-06-17,3bebf34ee9330cbd,Business,15
The Vacationers,42.15,4,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,2026-06-17,fd3a622648667296,Fiction,15
A World of Flavor: Your Gluten Free Passport,42.95,1,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,2026-06-17,70ed59f194b3c556,Default,16
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,1,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,2026-06-17,08db62f24627e71f,New Adult,15
Tuesday Nights in 1980,21.04,2,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,2026-06-17,b8736690cf263a3c,Fiction,15
The Regional Office Is Under Attack!,51.36,5,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,2026-06-17,0651062381f0636a,Fiction,15
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,2,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,2026-06-17,e28e330cbdf01126,Food and Drink,15
The House by the Lake,36.95,1,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,2026-06-17,9287e238d7c3b06e,Historical Fiction,15
The Mistake (Off-Campus #2),43.29,3,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,2026-06-17,99ff4cc6491e8f5c,New Adult,15
The Project,10.65,1,https://books.toscrape.com/catalogue/the-project_856/index.html,2026-06-17,790ef197c8f236f5,Science Fiction,15
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,1,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,2026-06-17,abeafe151a587d3b,Crime,15
The Emerald Mystery,23.15,2,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,2026-06-17,d6670dfe3e7b42bd,Default,15
The Girl on the Train,55.02,2,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,2026-06-17,e956d67c9bcc5809,Default,15
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,2026-06-17,de3f25248ba0789f,History,15
The Omnivore's Dilemma: A Natural History of Four Meals,38.21,2,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,2026-06-17,209adad1015af86f,Nonfiction,15
Thirteen Reasons Why,52.72,1,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,2026-06-17,bc2a85fd35fdc7bd,Default,15
The Art of War,33.34,5,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,2026-06-17,e7469e22b5bfb3e7,Default,15
The Glittering Court (The Glittering Court #1),44.28,1,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,2026-06-17,2dbb7ec08cdd7f3c,Fantasy,15
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,3,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,2026-06-17,efc3768127714ec3,Default,15
The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,2026-06-17,c7b5183f4d1d4efe,Mystery,15
Throne of Glass (Throne of Glass #1),35.07,3,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,2026-06-17,590a9cccf7db9f7d,Fantasy,15
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,5,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,2026-06-17,dd047728de72ad62,Nonfiction,15
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,5,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,2026-06-17,e4c7f3487d17fd42,Food and Drink,15
The Kite Runner,41.82,4,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,2026-06-17,eac1a180047ad54e,Default,15
The Argonauts,10.93,2,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,2026-06-17,c99761a700ade23f,Autobiography,15
Suddenly in Love (Lake Haven #1),55.99,2,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,2026-06-17,203b7f94b7d6115f,Romance,15
Something More Than This,16.24,4,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,2026-06-17,ca71e72655bece85,Romance,15
The Power of Now: A Guide to Spiritual Enlightenment,43.54,2,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,2026-06-17,8ec14b1576cb7cb5,Nonfiction,15
Soft Apocalypse,26.12,2,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,2026-06-17,2a70769cdc6eb8b8,Science Fiction,15
The Psychopath Test: A Journey Through the Madness Industry,36.0,2,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,2026-06-17,e98a4efa85070c2f,Default,15
Poems That Make Grown Women Cry,14.19,4,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,2026-06-17,31001a1210623bd4,Poetry,15
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,2026-06-17,96a38e7c813d8f1d,Food and Drink,15
Little Red,13.47,3,https://books.toscrape.com/catalogue/little-red_817/index.html,2026-06-17,4aa03792b50f0b22,Childrens,15
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,1,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,2026-06-17,e656e280bc8edd56,Default,15
Mrs. Houdini,30.25,5,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,2026-06-17,a40723994f715420,Historical Fiction,15
Scarlett Epstein Hates It Here,43.55,5,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,2026-06-17,1c929cfd16b71907,Young Adult,15
Secrets and Lace (Fatal Hearts #1),20.27,1,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,2026-06-17,ad04ad9fc179fc5d,Default,15
Redeeming Love,20.47,5,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,2026-06-17,b53db2271c9624f7,Christian Fiction,15
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,1,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,2026-06-17,d9c643fa1fc57bdb,Default,15
Modern Romance,28.26,5,https://books.toscrape.com/catalogue/modern-romance_820/index.html,2026-06-17,caf4fe9311f1dc59,Add a comment,15
Louisa: The Extraordinary Life of Mrs. Adams,16.85,2,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,2026-06-17,d69dd8dac66f9f84,Biography,15
"Nightingale, Sing",38.28,1,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,2026-06-17,50b8f80311b31ede,Young Adult,15
The Genius of Birds,17.24,1,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,2026-06-17,42d0d7c92b75fc1c,Nonfiction,15
Large Print Heart of the Pride,19.15,2,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,2026-06-17,c1afd71fc86bf682,Default,15
Shoe Dog: A Memoir by the Creator of NIKE,23.99,2,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,2026-06-17,0e0dcc3339602b28,Business,15
"Shobu Samurai, Project Aryoku (#3)",29.06,3,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,2026-06-17,0c27e6c3744fc14b,Add a comment,15
Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,5,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,2026-06-17,ba54932df84e8cea,Young Adult,15
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),10.76,1,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,2026-06-17,af96613fdd793a3c,Default,15
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,3,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,2026-06-17,56e4f9eab2e8e674,Business,15
Eureka Trivia 6.0,54.59,4,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,2026-06-17,29c0025455f8c585,Default,15
So You've Been Publicly Shamed,12.23,2,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,2026-06-17,1b33663ad7b95fd8,Nonfiction,15
Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,2026-06-17,ce60436f52c5ee68,Travel,15
Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,1,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,2026-06-17,4ce91d31c1e57c33,Fantasy,15
Grumbles,22.16,2,https://books.toscrape.com/catalogue/grumbles_812/index.html,2026-06-17,d163dd6c352fbcd2,Default,15
Night Sky with Exit Wounds,41.05,1,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,2026-06-17,cfeb1e1e0e695b58,Poetry,15
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,4,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,2026-06-17,fd8585283fc7d2d7,Womens Fiction,15
Finders Keepers (Bill Hodges Trilogy #2),53.53,5,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,2026-06-17,edb3097e71330040,Fiction,15
